STATE,REMARKS,Districts,Languages,
WEST BENGAL,Gangetic West Bengal,PURBA BARDHAMAN,BENGALI,
WEST BENGAL,Gangetic West Bengal,MURSHIDABAD,BENGALI,
WEST BENGAL,Gangetic West Bengal,HOOGHLY,BENGALI,
WEST BENGAL,Gangetic West Bengal,PARAGANAS NORTH,BENGALI,
WEST BENGAL,Gangetic West Bengal,PARAGANAS SOUTH,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,COOCHBEHAR,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,DARJEELING,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,ALIPURDUAR,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,JALPAIGURI,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,KALIMPONG,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,DINAJPUR UTTAR,BENGALI,
Bangladesh,Bangladesh,Bangladesh,BENGALI,
Nepal,Nepal,Nepal,NEPALI,
Sri Lanka,Sri Lanka,Sri Lanka,SINHALESE,
